cluster_id,timestamp,temperature_ambiante_c,temperature_sol_c,humidite_ambiante,humidite_sol,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_02,2024-01-15 13:30:00,27.5,26.7,40.2,77.2,136.7,30.6,197.4,6.87
cluster_03,2024-01-15 13:30:00,27.3,26.0,42.5,77.4,137.0,29.6,202.1,6.86
cluster_04,2024-01-15 13:30:00,27.9,26.1,35.9,78.4,136.6,29.9,197.9,6.93
cluster_05,2024-01-15 13:30:00,26.7,26.2,45.5,74.1,135.8,29.3,199.1,6.88
cluster_06,2024-01-15 13:30:00,26.7,27.0,40.9,75.0,135.6,30.6,194.6,6.89
cluster_07,2024-01-15 13:30:00,28.3,26.8,43.7,75.9,133.5,30.0,194.4,6.65
cluster_08,2024-01-15 13:30:00,28.3,26.9,36.1,74.6,136.4,31.0,197.7,6.83
cluster_09,2024-01-15 13:30:00,27.8,27.1,41.2,75.0,134.2,29.5,198.0,7.02
cluster_10,2024-01-15 13:30:00,28.2,26.3,42.3,73.5,136.9,30.0,197.1,7.14
cluster_01,2024-01-15 14:00:00,26.4,27.8,39.6,69.2,134.2,30.7,204.1,6.69
cluster_02,2024-01-15 14:00:00,25.5,28.3,40.1,75.5,135.8,30.4,198.9,6.72
cluster_03,2024-01-15 14:00:00,25.3,27.6,42.4,75.7,136.1,29.4,203.6,6.71
cluster_04,2024-01-15 14:00:00,26.0,27.7,35.8,76.7,135.7,29.6,199.4,6.77
cluster_05,2024-01-15 14:00:00,24.8,27.8,45.5,72.4,134.9,29.1,200.6,6.73
cluster_06,2024-01-15 14:00:00,24.7,28.6,40.9,73.3,134.7,30.4,196.1,6.74
cluster_07,2024-01-15 14:00:00,26.4,28.4,43.6,74.2,132.6,29.8,195.9,6.5
cluster_08,2024-01-15 14:00:00,26.4,28.5,36.0,72.9,135.5,30.8,199.2,6.67
cluster_09,2024-01-15 14:00:00,25.9,28.7,41.1,73.3,133.3,29.3,199.5,6.86
cluster_10,2024-01-15 14:00:00,26.3,27.9,42.2,71.8,136.0,29.7,198.6,6.99
cluster_01,2024-01-15 14:30:00,26.3,26.3,49.5,71.0,134.8,30.7,205.6,6.68
cluster_02,2024-01-15 14:30:00,25.4,26.8,50.0,77.4,136.4,30.4,200.3,6.7
cluster_03,2024-01-15 14:30:00,25.2,26.2,52.3,77.5,136.6,29.4,205.1,6.7
cluster_04,2024-01-15 14:30:00,25.9,26.2,45.7,78.5,136.3,29.7,200.8,6.76
cluster_05,2024-01-15 14:30:00,24.7,26.3,55.3,74.3,135.4,29.1,202.0,6.72
cluster_06,2024-01-15 14:30:00,24.6,27.2,50.8,75.1,135.2,30.4,197.5,6.72
cluster_07,2024-01-15 14:30:00,26.3,26.9,53.5,76.0,133.2,29.9,197.4,6.49
cluster_08,2024-01-15 14:30:00,26.3,27.0,45.9,74.8,136.1,30.9,200.6,6.66
cluster_09,2024-01-15 14:30:00,25.8,27.3,51.0,75.2,133.9,29.3,201.0,6.85
cluster_10,2024-01-15 14:30:00,26.2,26.5,52.1,73.6,136.6,29.8,200.0,6.97
cluster_01,2024-01-15 15:00:00,25.2,27.1,48.3,66.6,134.2,30.7,205.0,6.84
cluster_02,2024-01-15 15:00:00,24.3,27.6,48.9,73.0,135.8,30.5,199.7,6.86
cluster_03,2024-01-15 15:00:00,24.1,26.9,51.2,73.1,136.1,29.5,204.5,6.85
cluster_04,2024-01-15 15:00:00,24.7,27.0,44.6,74.1,135.7,29.7,200.2,6.91
cluster_05,2024-01-15 15:00:00,23.5,27.1,54.2,69.9,134.9,29.2,201.4,6.87
cluster_06,2024-01-15 15:00:00,23.5,27.9,49.7,70.7,134.7,30.4,196.9,6.88
cluster_07,2024-01-15 15:00:00,25.1,27.7,52.4,71.6,132.6,29.9,196.8,6.64
cluster_08,2024-01-15 15:00:00,25.1,27.8,44.8,70.3,135.5,30.9,200.0,6.82
cluster_09,2024-01-15 15:00:00,24.6,28.0,49.9,70.8,133.3,29.4,200.3,7.0
cluster_10,2024-01-15 15:00:00,25.0,27.2,51.0,69.2,136.0,29.8,199.4,7.13
cluster_01,2024-01-15 15:30:00,28.1,26.1,47.1,65.4,134.2,30.3,201.9,6.75
cluster_02,2024-01-15 15:30:00,27.2,26.6,47.6,71.8,135.8,30.0,196.7,6.77
cluster_03,2024-01-15 15:30:00,26.9,25.9,49.9,71.9,136.1,29.0,201.4,6.77
cluster_04,2024-01-15 15:30:00,27.6,26.0,43.3,72.9,135.7,29.3,197.2,6.83
cluster_05,2024-01-15 15:30:00,26.4,26.1,53.0,68.7,134.8,28.7,198.4,6.79
cluster_06,2024-01-15 15:30:00,26.4,26.9,48.4,69.5,134.6,30.0,193.9,6.79
cluster_07,2024-01-15 15:30:00,28.0,26.7,51.1,70.4,132.6,29.4,193.7,6.56
cluster_08,2024-01-15 15:30:00,28.0,26.8,43.5,69.1,135.5,30.4,197.0,6.73
cluster_09,2024-01-15 15:30:00,27.5,27.0,48.6,69.6,133.3,28.9,197.3,6.92
cluster_10,2024-01-15 15:30:00,27.9,26.2,49.7,68.0,136.0,29.4,196.4,7.04
cluster_01,2024-01-15 16:00:00,24.4,26.3,56.1,64.1,134.9,30.6,202.6,6.73
cluster_02,2024-01-15 16:00:00,23.5,26.8,56.7,70.4,136.5,30.4,197.3,6.75
cluster_03,2024-01-15 16:00:00,23.3,26.2,59.0,70.6,136.8,29.3,202.1,6.74
cluster_04,2024-01-15 16:00:00,24.0,26.2,52.4,71.6,136.4,29.6,197.8,6.81
cluster_05,2024-01-15 16:00:00,22.7,26.3,62.0,67.3,135.5,29.1,199.0,6.76
cluster_06,2024-01-15 16:00:00,22.7,27.2,57.4,68.2,135.4,30.3,194.6,6.77
cluster_07,2024-01-15 16:00:00,24.3,27.0,60.2,69.1,133.3,29.8,194.4,6.53
cluster_08,2024-01-15 16:00:00,24.3,27.1,52.6,67.8,136.2,30.8,197.7,6.71
cluster_09,2024-01-15 16:00:00,23.8,27.3,57.7,68.2,134.0,29.3,198.0,6.9
cluster_10,2024-01-15 16:00:00,24.2,26.5,58.8,66.7,136.7,29.7,197.1,7.02
cluster_01,2024-01-15 16:30:00,21.9,27.1,54.2,68.4,133.7,30.5,204.9,6.82
cluster_02,2024-01-15 16:30:00,21.0,27.6,54.7,74.7,135.3,30.3,199.6,6.84
cluster_03,2024-01-15 16:30:00,20.8,27.0,57.0,74.9,135.6,29.3,204.4,6.83
cluster_04,2024-01-15 16:30:00,21.5,27.0,50.4,75.9,135.2,29.5,200.1,6.89
cluster_05,2024-01-15 16:30:00,20.2,27.1,60.1,71.6,134.3,29.0,201.3,6.85
cluster_06,2024-01-15 16:30:00,20.2,28.0,55.5,72.5,134.2,30.2,196.8,6.86
cluster_07,2024-01-15 16:30:00,21.8,27.8,58.2,73.4,132.1,29.7,196.7,6.62
cluster_08,2024-01-15 16:30:00,21.8,27.9,50.6,72.1,135.0,30.7,200.0,6.79
cluster_09,2024-01-15 16:30:00,21.3,28.1,55.8,72.5,132.8,29.2,200.3,6.98
cluster_10,2024-01-15 16:30:00,21.7,27.3,56.8,71.0,135.5,29.6,199.3,7.11
cluster_01,2024-01-15 17:00:00,23.7,26.2,59.9,66.5,134.2,30.5,202.5,6.73
cluster_02,2024-01-15 17:00:00,22.8,26.7,60.4,72.9,135.8,30.2,197.2,6.75
cluster_03,2024-01-15 17:00:00,22.6,26.1,62.7,73.0,136.1,29.2,202.0,6.75
cluster_04,2024-01-15 17:00:00,23.3,26.1,56.1,74.0,135.7,29.4,197.7,6.81
cluster_05,2024-01-15 17:00:00,22.1,26.2,65.7,69.8,134.8,28.9,198.9,6.77
cluster_06,2024-01-15 17:00:00,22.0,27.1,61.2,70.6,134.6,30.2,194.5,6.77
cluster_07,2024-01-15 17:00:00,23.6,26.8,63.9,71.5,132.6,29.6,194.3,6.54
cluster_08,2024-01-15 17:00:00,23.7,26.9,56.3,70.2,135.5,30.6,197.6,6.71
cluster_09,2024-01-15 17:00:00,23.2,27.2,61.4,70.7,133.3,29.1,197.9,6.9
cluster_10,2024-01-15 17:00:00,23.6,26.4,62.5,69.1,136.0,29.5,197.0,7.03
cluster_01,2024-01-15 17:30:00,19.6,25.6,59.1,64.8,133.7,30.6,203.4,6.85
cluster_02,2024-01-15 17:30:00,18.7,26.1,59.6,71.2,135.3,30.3,198.1,6.88
cluster_03,2024-01-15 17:30:00,18.5,25.4,61.9,71.3,135.6,29.3,202.9,6.87
cluster_04,2024-01-15 17:30:00,19.2,25.5,55.3,72.3,135.2,29.6,198.6,6.93
cluster_05,2024-01-15 17:30:00,18.0,25.6,65.0,68.0,134.3,29.0,199.8,6.89
cluster_06,2024-01-15 17:30:00,17.9,26.4,60.4,68.9,134.2,30.3,195.4,6.9
cluster_07,2024-01-15 17:30:00,19.6,26.2,63.1,69.8,132.1,29.8,195.2,6.66
cluster_08,2024-01-15 17:30:00,19.6,26.3,55.5,68.5,135.0,30.8,198.5,6.83
cluster_09,2024-01-15 17:30:00,19.1,26.5,60.7,69.0,132.8,29.2,198.8,7.02
cluster_10,2024-01-15 17:30:00,19.5,25.7,61.7,67.4,135.5,29.7,197.9,7.15
cluster_01,2024-01-15 18:00:00,20.7,25.4,67.7,64.7,133.7,31.0,204.3,6.8
cluster_02,2024-01-15 18:00:00,19.8,25.9,68.2,71.0,135.3,30.7,199.0,6.82
cluster_03,2024-01-15 18:00:00,19.6,25.3,70.5,71.1,135.6,29.7,203.8,6.81
cluster_04,2024-01-15 18:00:00,20.3,25.3,63.9,72.2,135.2,30.0,199.5,6.88
cluster_05,2024-01-15 18:00:00,19.1,25.4,73.6,67.9,134.3,29.5,200.7,6.83
cluster_06,2024-01-15 18:00:00,19.0,26.3,69.0,68.8,134.2,30.7,196.3,6.84
cluster_07,2024-01-15 18:00:00,20.7,26.0,71.7,69.7,132.1,30.2,196.1,6.6
cluster_08,2024-01-15 18:00:00,20.7,26.1,64.1,68.4,135.0,31.2,199.4,6.78
cluster_09,2024-01-15 18:00:00,20.2,26.4,69.2,68.8,132.8,29.7,199.7,6.96
cluster_10,2024-01-15 18:00:00,20.6,25.6,70.3,67.3,135.5,30.1,198.8,7.09
cluster_01,2024-01-15 18:30:00,16.4,25.0,69.4,61.9,133.8,30.8,202.4,6.74
cluster_02,2024-01-15 18:30:00,15.5,25.5,69.9,68.2,135.4,30.5,197.2,6.76
cluster_03,2024-01-15 18:30:00,15.3,24.9,72.2,68.4,135.7,29.5,201.9,6.75
cluster_04,2024-01-15 18:30:00,16.0,24.9,65.6,69.4,135.3,29.8,197.7,6.82
cluster_05,2024-01-15 18:30:00,14.8,25.0,75.3,65.1,134.4,29.2,198.8,6.77
cluster_06,2024-01-15 18:30:00,14.7,25.9,70.7,66.0,134.2,30.5,194.4,6.78
cluster_07,2024-01-15 18:30:00,16.4,25.7,73.4,66.9,132.2,29.9,194.2,6.54
cluster_08,2024-01-15 18:30:00,16.4,25.8,65.8,65.6,135.1,30.9,197.5,6.72
cluster_09,2024-01-15 18:30:00,15.9,26.0,70.9,66.0,132.9,29.4,197.8,6.91
cluster_10,2024-01-15 18:30:00,16.3,25.2,72.0,64.5,135.6,29.9,196.9,7.03
cluster_01,2024-01-15 19:00:00,16.3,23.9,65.9,66.6,134.2,30.5,203.7,6.87
cluster_02,2024-01-15 19:00:00,15.5,24.4,66.4,73.0,135.8,30.3,198.4,6.89
cluster_03,2024-01-15 19:00:00,15.2,23.7,68.8,73.1,136.1,29.2,203.2,6.89
cluster_04,2024-01-15 19:00:00,15.9,23.8,62.2,74.1,135.7,29.5,198.9,6.95
cluster_05,2024-01-15 19:00:00,14.7,23.9,71.8,69.9,134.8,29.0,200.1,6.91
cluster_06,2024-01-15 19:00:00,14.6,24.7,67.2,70.7,134.6,30.2,195.7,6.91
cluster_07,2024-01-15 19:00:00,16.3,24.5,70.0,71.6,132.6,29.7,195.5,6.67
cluster_08,2024-01-15 19:00:00,16.3,24.6,62.3,70.3,135.5,30.7,198.8,6.85
cluster_09,2024-01-15 19:00:00,15.8,24.8,67.5,70.8,133.3,29.2,199.1,7.04
cluster_10,2024-01-15 19:00:00,16.2,24.0,68.6,69.2,136.0,29.6,198.2,7.16
cluster_01,2024-01-15 19:30:00,17.6,23.2,72.1,62.5,133.6,30.8,201.9,6.73
cluster_02,2024-01-15 19:30:00,16.8,23.7,72.6,68.9,135.2,30.5,196.6,6.75
cluster_03,2024-01-15 19:30:00,16.5,23.1,74.9,69.0,135.5,29.5,201.4,6.75
cluster_04,2024-01-15 19:30:00,17.2,23.1,68.3,70.0,135.1,29.7,197.1,6.81
cluster_05,2024-01-15 19:30:00,16.0,23.2,78.0,65.8,134.2,29.2,198.3,6.77
cluster_06,2024-01-15 19:30:00,15.9,24.1,73.4,66.6,134.0,30.4,193.9,6.77
cluster_07,2024-01-15 19:30:00,17.6,23.9,76.1,67.5,132.0,29.9,193.7,6.54
cluster_08,2024-01-15 19:30:00,17.6,24.0,68.5,66.2,134.9,30.9,197.0,6.71
cluster_09,2024-01-15 19:30:00,17.1,24.2,73.6,66.7,132.7,29.4,197.3,6.9
cluster_10,2024-01-15 19:30:00,17.5,23.4,74.7,65.1,135.4,29.8,196.4,7.03
cluster_01,2024-01-15 20:00:00,17.5,22.4,73.4,61.9,134.9,30.9,202.8,6.8
cluster_02,2024-01-15 20:00:00,16.6,22.9,73.9,68.3,136.5,30.6,197.5,6.82
cluster_03,2024-01-15 20:00:00,16.4,22.3,76.3,68.4,136.8,29.6,202.3,6.82
cluster_04,2024-01-15 20:00:00,17.1,22.3,69.7,69.4,136.5,29.9,198.0,6.88
cluster_05,2024-01-15 20:00:00,15.9,22.4,79.3,65.1,135.6,29.4,199.2,6.83
cluster_06,2024-01-15 20:00:00,15.8,23.3,74.7,66.0,135.4,30.6,194.7,6.84
cluster_07,2024-01-15 20:00:00,17.5,23.0,77.5,66.9,133.3,30.1,194.6,6.6
cluster_08,2024-01-15 20:00:00,17.5,23.1,69.8,65.6,136.2,31.1,197.8,6.78
cluster_09,2024-01-15 20:00:00,17.0,23.4,75.0,66.0,134.0,29.6,198.1,6.97
cluster_10,2024-01-15 20:00:00,17.4,22.6,76.1,64.5,136.8,30.0,197.2,7.09
cluster_01,2024-01-15 20:30:00,15.8,20.1,77.8,62.3,133.2,30.8,203.8,6.78
cluster_02,2024-01-15 20:30:00,14.9,20.6,78.3,68.6,134.8,30.5,198.5,6.8
cluster_03,2024-01-15 20:30:00,14.7,20.0,80.6,68.8,135.1,29.5,203.3,6.79
cluster_04,2024-01-15 20:30:00,15.4,20.0,74.0,69.8,134.7,29.8,199.0,6.86
cluster_05,2024-01-15 20:30:00,14.1,20.1,83.7,65.5,133.8,29.3,200.2,6.81
cluster_06,2024-01-15 20:30:00,14.1,21.0,79.1,66.4,133.7,30.5,195.8,6.82
cluster_07,2024-01-15 20:30:00,15.7,20.7,81.8,67.3,131.6,30.0,195.6,6.58
cluster_08,2024-01-15 20:30:00,15.7,20.8,74.2,66.0,134.5,31.0,198.9,6.76
cluster_09,2024-01-15 20:30:00,15.2,21.1,79.3,66.4,132.3,29.5,199.2,6.94
cluster_10,2024-01-15 20:30:00,15.6,20.3,80.4,64.9,135.0,29.9,198.3,7.07
cluster_01,2024-01-15 21:00:00,14.6,20.2,72.7,61.4,133.7,30.6,201.5,6.83
cluster_02,2024-01-15 21:00:00,13.7,20.7,73.3,67.8,135.3,30.4,196.2,6.85
cluster_03,2024-01-15 21:00:00,13.5,20.0,75.6,67.9,135.6,29.3,201.0,6.84
cluster_04,2024-01-15 21:00:00,14.2,20.1,69.0,68.9,135.3,29.6,196.7,6.91
cluster_05,2024-01-15 21:00:00,12.9,20.2,78.6,64.7,134.4,29.1,197.9,6.86
cluster_06,2024-01-15 21:00:00,12.9,21.0,74.0,65.5,134.2,30.3,193.5,6.87
cluster_07,2024-01-15 21:00:00,14.5,20.8,76.8,66.4,132.1,29.8,193.3,6.63
cluster_08,2024-01-15 21:00:00,14.5,20.9,69.2,65.1,135.0,30.8,196.6,6.81
cluster_09,2024-01-15 21:00:00,14.0,21.1,74.3,65.6,132.8,29.3,196.9,7.0
cluster_10,2024-01-15 21:00:00,14.4,20.3,75.4,64.0,135.6,29.7,196.0,7.12
cluster_01,2024-01-15 21:30:00,13.6,18.7,79.4,60.6,133.5,30.5,203.9,6.84
cluster_02,2024-01-15 21:30:00,12.7,19.2,79.9,67.0,135.1,30.2,198.6,6.86
cluster_03,2024-01-15 21:30:00,12.5,18.6,82.2,67.1,135.4,29.2,203.4,6.86
cluster_04,2024-01-15 21:30:00,13.2,18.6,75.7,68.1,135.0,29.5,199.1,6.92
cluster_05,2024-01-15 21:30:00,12.0,18.7,85.3,63.8,134.2,28.9,200.3,6.88
cluster_06,2024-01-15 21:30:00,11.9,19.6,80.7,64.7,134.0,30.2,195.9,6.88
cluster_07,2024-01-15 21:30:00,13.5,19.3,83.5,65.6,131.9,29.6,195.7,6.64
cluster_08,2024-01-15 21:30:00,13.6,19.4,75.8,64.3,134.8,30.6,199.0,6.82
cluster_09,2024-01-15 21:30:00,13.1,19.7,81.0,64.8,132.6,29.1,199.3,7.01
cluster_10,2024-01-15 21:30:00,13.5,18.9,82.0,63.2,135.3,29.6,198.4,7.13
cluster_01,2024-01-15 22:00:00,11.3,16.4,82.0,58.7,135.0,30.8,203.3,6.77
cluster_02,2024-01-15 22:00:00,10.4,16.9,82.5,65.1,136.6,30.5,198.0,6.79
cluster_03,2024-01-15 22:00:00,10.2,16.2,84.8,65.2,136.9,29.5,202.8,6.78
cluster_04,2024-01-15 22:00:00,10.8,16.3,78.2,66.2,136.5,29.7,198.5,6.84
cluster_05,2024-01-15 22:00:00,9.6,16.4,87.9,62.0,135.6,29.2,199.7,6.8
cluster_06,2024-01-15 22:00:00,9.6,17.2,83.3,62.8,135.5,30.4,195.3,6.81
cluster_07,2024-01-15 22:00:00,11.2,17.0,86.0,63.7,133.4,29.9,195.1,6.57
cluster_08,2024-01-15 22:00:00,11.2,17.1,78.4,62.4,136.3,30.9,198.4,6.74
cluster_09,2024-01-15 22:00:00,10.7,17.3,83.6,62.9,134.1,29.4,198.7,6.93
cluster_10,2024-01-15 22:00:00,11.1,16.5,84.6,61.3,136.8,29.8,197.8,7.06
cluster_01,2024-01-15 22:30:00,11.9,16.8,74.7,60.3,134.0,30.7,204.0,6.73
cluster_02,2024-01-15 22:30:00,11.0,17.3,75.2,66.7,135.6,30.4,198.7,6.75
cluster_03,2024-01-15 22:30:00,10.8,16.7,77.5,66.8,135.9,29.4,203.5,6.74
cluster_04,2024-01-15 22:30:00,11.5,16.7,70.9,67.8,135.5,29.7,199.2,6.8
cluster_05,2024-01-15 22:30:00,10.3,16.8,80.6,63.6,134.6,29.1,200.4,6.76
cluster_06,2024-01-15 22:30:00,10.2,17.7,76.0,64.4,134.4,30.4,195.9,6.77
cluster_07,2024-01-15 22:30:00,11.9,17.4,78.7,65.3,132.4,29.8,195.8,6.53
cluster_08,2024-01-15 22:30:00,11.9,17.5,71.1,64.0,135.3,30.8,199.0,6.7
cluster_09,2024-01-15 22:30:00,11.4,17.8,76.3,64.5,133.1,29.3,199.3,6.89
cluster_10,2024-01-15 22:30:00,11.8,17.0,77.3,62.9,135.8,29.8,198.4,7.02
cluster_01,2024-01-15 23:00:00,12.0,15.4,77.3,62.2,134.6,30.8,203.5,6.79
cluster_02,2024-01-15 23:00:00,11.1,15.9,77.8,68.6,136.2,30.5,198.2,6.81
cluster_03,2024-01-15 23:00:00,10.9,15.2,80.1,68.7,136.5,29.5,203.0,6.8
cluster_04,2024-01-15 23:00:00,11.6,15.3,73.5,69.7,136.1,29.8,198.7,6.86
cluster_05,2024-01-15 23:00:00,10.3,15.4,83.2,65.5,135.3,29.2,199.9,6.82
cluster_06,2024-01-15 23:00:00,10.3,16.2,78.6,66.4,135.1,30.5,195.5,6.83
cluster_07,2024-01-15 23:00:00,11.9,16.0,81.3,67.2,133.0,29.9,195.3,6.59
cluster_08,2024-01-15 23:00:00,11.9,16.1,73.7,66.0,135.9,30.9,198.6,6.76
cluster_09,2024-01-15 23:00:00,11.4,16.3,78.8,66.4,133.7,29.4,198.9,6.95
cluster_10,2024-01-15 23:00:00,11.8,15.5,79.9,64.8,136.4,29.9,198.0,7.08
cluster_01,2024-01-15 23:30:00,14.1,15.7,75.2,61.3,132.6,30.7,204.9,6.73
cluster_02,2024-01-15 23:30:00,13.2,16.2,75.7,67.6,134.2,30.4,199.6,6.75
cluster_03,2024-01-15 23:30:00,13.0,15.5,78.0,67.8,134.5,29.4,204.4,6.74
cluster_04,2024-01-15 23:30:00,13.6,15.6,71.4,68.8,134.1,29.7,200.1,6.81
cluster_05,2024-01-15 23:30:00,12.4,15.7,81.1,64.5,133.2,29.2,201.3,6.76
cluster_06,2024-01-15 23:30:00,12.4,16.5,76.5,65.4,133.0,30.4,196.8,6.77
cluster_07,2024-01-15 23:30:00,14.0,16.3,79.2,66.3,131.0,29.9,196.7,6.53
cluster_08,2024-01-15 23:30:00,14.0,16.4,71.6,65.0,133.9,30.9,199.9,6.71
cluster_09,2024-01-15 23:30:00,13.5,16.6,76.8,65.4,131.7,29.4,200.2,6.9
cluster_10,2024-01-15 23:30:00,13.9,15.8,77.8,63.9,134.4,29.8,199.3,7.02
cluster_01,2024-01-16 00:00:00,12.9,14.0,80.7,61.6,134.0,30.8,203.3,6.86
cluster_02,2024-01-16 00:00:00,12.0,14.5,81.2,68.0,135.5,30.5,198.0,6.88
cluster_03,2024-01-16 00:00:00,11.8,13.8,83.5,68.1,135.8,29.5,202.8,6.88
cluster_04,2024-01-16 00:00:00,12.5,13.9,76.9,69.1,135.5,29.8,198.6,6.94
cluster_05,2024-01-16 00:00:00,11.3,14.0,86.6,64.9,134.6,29.2,199.7,6.9
cluster_06,2024-01-16 00:00:00,11.2,14.8,82.0,65.7,134.4,30.5,195.3,6.91
cluster_07,2024-01-16 00:00:00,12.9,14.6,84.7,66.6,132.4,30.0,195.1,6.67
cluster_08,2024-01-16 00:00:00,12.9,14.7,77.1,65.4,135.3,30.9,198.4,6.84
cluster_09,2024-01-16 00:00:00,12.4,15.0,82.3,65.8,133.0,29.4,198.7,7.03
cluster_10,2024-01-16 00:00:00,12.8,14.1,83.3,64.2,135.8,29.9,197.8,7.16
cluster_01,2024-01-16 00:30:00,9.8,13.4,83.5,58.5,134.4,30.5,202.6,6.77
cluster_02,2024-01-16 00:30:00,8.9,13.9,84.0,64.9,136.0,30.2,197.3,6.79
cluster_03,2024-01-16 00:30:00,8.7,13.2,86.3,65.0,136.3,29.2,202.1,6.79
cluster_04,2024-01-16 00:30:00,9.4,13.3,79.7,66.0,136.0,29.4,197.8,6.85
cluster_05,2024-01-16 00:30:00,8.2,13.4,89.4,61.7,135.1,28.9,199.0,6.8
cluster_06,2024-01-16 00:30:00,8.1,14.2,84.8,62.6,134.9,30.2,194.6,6.81
cluster_07,2024-01-16 00:30:00,9.8,14.0,87.5,63.5,132.8,29.6,194.4,6.57
cluster_08,2024-01-16 00:30:00,9.8,14.1,79.9,62.2,135.7,30.6,197.7,6.75
cluster_09,2024-01-16 00:30:00,9.3,14.3,85.0,62.7,133.5,29.1,198.0,6.94
cluster_10,2024-01-16 00:30:00,9.7,13.5,86.1,61.1,136.3,29.5,197.1,7.06
cluster_01,2024-01-16 01:00:00,13.2,12.8,85.3,57.9,133.8,30.8,203.3,6.75
cluster_02,2024-01-16 01:00:00,12.3,13.3,85.8,64.3,135.3,30.6,198.0,6.77
cluster_03,2024-01-16 01:00:00,12.1,12.6,88.1,64.4,135.6,29.5,202.7,6.76
cluster_04,2024-01-16 01:00:00,12.7,12.7,81.6,65.4,135.3,29.8,198.5,6.82
cluster_05,2024-01-16 01:00:00,11.5,12.8,91.2,61.2,134.4,29.3,199.7,6.78
cluster_06,2024-01-16 01:00:00,11.5,13.6,86.6,62.0,134.2,30.5,195.2,6.79
cluster_07,2024-01-16 01:00:00,13.1,13.4,89.4,62.9,132.2,30.0,195.1,6.55
cluster_08,2024-01-16 01:00:00,13.1,13.5,81.7,61.6,135.1,31.0,198.3,6.72
cluster_09,2024-01-16 01:00:00,12.6,13.7,86.9,62.1,132.9,29.5,198.6,6.91
cluster_10,2024-01-16 01:00:00,13.0,12.9,88.0,60.5,135.6,29.9,197.7,7.04
cluster_01,2024-01-16 01:30:00,12.4,12.7,80.2,59.4,134.5,30.6,203.7,6.77
cluster_02,2024-01-16 01:30:00,11.5,13.2,80.7,65.8,136.1,30.3,198.4,6.79
cluster_03,2024-01-16 01:30:00,11.3,12.5,83.0,65.9,136.4,29.3,203.2,6.79
cluster_04,2024-01-16 01:30:00,12.0,12.6,76.4,66.9,136.1,29.6,198.9,6.85
cluster_05,2024-01-16 01:30:00,10.8,12.7,86.1,62.7,135.2,29.0,200.1,6.81
cluster_06,2024-01-16 01:30:00,10.7,13.5,81.5,63.6,135.0,30.3,195.7,6.81
cluster_07,2024-01-16 01:30:00,12.4,13.3,84.2,64.4,132.9,29.8,195.5,6.58
cluster_08,2024-01-16 01:30:00,12.4,13.4,76.6,63.2,135.8,30.7,198.8,6.75
cluster_09,2024-01-16 01:30:00,11.9,13.6,81.8,63.6,133.6,29.2,199.1,6.94
cluster_10,2024-01-16 01:30:00,12.3,12.8,82.8,62.0,136.3,29.7,198.2,7.06
cluster_01,2024-01-16 02:00:00,12.5,11.4,83.7,60.0,133.2,31.0,203.1,6.7
cluster_02,2024-01-16 02:00:00,11.6,11.9,84.2,66.3,134.8,30.7,197.8,6.72
cluster_03,2024-01-16 02:00:00,11.4,11.2,86.5,66.5,135.1,29.7,202.6,6.71
cluster_04,2024-01-16 02:00:00,12.0,11.2,79.9,67.5,134.8,29.9,198.3,6.77
cluster_05,2024-01-16 02:00:00,10.8,11.4,89.6,63.2,133.9,29.4,199.5,6.73
cluster_06,2024-01-16 02:00:00,10.8,12.2,85.0,64.1,133.7,30.7,195.1,6.74
cluster_07,2024-01-16 02:00:00,12.4,12.0,87.7,65.0,131.6,30.1,194.9,6.5
cluster_08,2024-01-16 02:00:00,12.4,12.1,80.1,63.7,134.5,31.1,198.2,6.67
cluster_09,2024-01-16 02:00:00,11.9,12.3,85.3,64.1,132.3,29.6,198.5,6.86
cluster_10,2024-01-16 02:00:00,12.3,11.5,86.3,62.6,135.1,30.1,197.6,6.99
cluster_01,2024-01-16 02:30:00,15.0,11.2,73.2,61.9,134.7,30.4,203.0,6.71
cluster_02,2024-01-16 02:30:00,14.1,11.7,73.7,68.3,136.3,30.1,197.8,6.74
cluster_03,2024-01-16 02:30:00,13.9,11.0,76.0,68.4,136.6,29.1,202.5,6.73
cluster_04,2024-01-16 02:30:00,14.6,11.1,69.5,69.4,136.3,29.4,198.3,6.79
cluster_05,2024-01-16 02:30:00,13.3,11.2,79.1,65.1,135.4,28.9,199.5,6.75
cluster_06,2024-01-16 02:30:00,13.3,12.0,74.5,66.0,135.2,30.1,195.0,6.76
cluster_07,2024-01-16 02:30:00,14.9,11.8,77.3,66.9,133.1,29.6,194.8,6.52
cluster_08,2024-01-16 02:30:00,14.9,11.9,69.6,65.6,136.0,30.6,198.1,6.69
cluster_09,2024-01-16 02:30:00,14.4,12.1,74.8,66.1,133.8,29.1,198.4,6.88
cluster_10,2024-01-16 02:30:00,14.8,11.3,75.9,64.5,136.6,29.5,197.5,7.01
cluster_01,2024-01-16 03:00:00,16.3,11.4,70.5,58.2,135.4,30.9,202.1,6.82
cluster_02,2024-01-16 03:00:00,15.4,11.9,71.0,64.5,137.0,30.6,196.8,6.84
cluster_03,2024-01-16 03:00:00,15.2,11.3,73.4,64.6,137.3,29.6,201.6,6.84
